fiscal_year,state,district_as_per_source,district_as_per_lgd,district_lgd_code,crop,season,area,production,crop_yield,unit,note
2011-12,Odisha,Deogarh,Deogarh,351.0,Moong(Green Gram),Summer,108.0,27.2,0.2518518518518518,"area in Hectares, production in Tonnes, crop_yield in Tonnes per Hectare",
2011-12,Odisha,Kendujhar,Kendujhar,361.0,Rapeseed and Mustard,Winter,766.0,192.3,0.2510443864229765,"area in Hectares, production in Tonnes, crop_yield in Tonnes per Hectare",
2011-12,Odisha,Gajapati,Gajapati,353.0,Moong(Green Gram),Winter,591.0,147.8,0.2500846023688663,"area in Hectares, production in Tonnes, crop_yield in Tonnes per Hectare",
2011-12,Odisha,Kendujhar,Kendujhar,361.0,Moong(Green Gram),Winter,80.0,20.0,0.25,"area in Hectares, production in Tonnes, crop_yield in Tonnes per Hectare",
2011-12,Odisha,Mayurbhanj,Mayurbhanj,365.0,Moong(Green Gram),Autumn,8.0,2.0,0.25,"area in Hectares, production in Tonnes, crop_yield in Tonnes per Hectare",
2011-12,Odisha,Jajapur,Jajapur,356.0,Urad,Winter,13740.0,3435.0,0.25,"area in Hectares, production in Tonnes, crop_yield in Tonnes per Hectare",
2011-12,Odisha,Puri,Puri,369.0,Urad,Summer,660.0,165.0,0.25,"area in Hectares, production in Tonnes, crop_yield in Tonnes per Hectare",
2011-12,Odisha,Kalahandi,Kalahandi,358.0,Moong(Green Gram),Summer,3177.0,787.9,0.2480012590494177,"area in Hectares, production in Tonnes, crop_yield in Tonnes per Hectare",
2011-12,Odisha,Dhenkanal,Dhenkanal,352.0,Urad,Autumn,34.0,8.4,0.2470588235294117,"area in Hectares, production in Tonnes, crop_yield in Tonnes per Hectare",
2011-12,Odisha,Nabarangpur,Nabarangpur,366.0,Ragi,Winter,494.0,121.5,0.2459514170040485,"area in Hectares, production in Tonnes, crop_yield in Tonnes per Hectare",
2011-12,Odisha,Bargarh,Bargarh,347.0,Moong(Green Gram),Autumn,15118.0,3703.9,0.2449993385368435,"area in Hectares, production in Tonnes, crop_yield in Tonnes per Hectare",
2011-12,Odisha,Kendujhar,Kendujhar,361.0,Urad,Summer,7.0,1.7,0.2428571428571428,"area in Hectares, production in Tonnes, crop_yield in Tonnes per Hectare",
2011-12,Odisha,State Total,,,Horse-gram,Winter,44164.0,10667.9,0.241551942758808,"area in Hectares, production in Tonnes, crop_yield in Tonnes per Hectare",
2011-12,Odisha,Bhadrak,Bhadrak,348.0,Rapeseed and Mustard,Winter,270.0,65.1,0.241111111111111,"area in Hectares, production in Tonnes, crop_yield in Tonnes per Hectare",
2011-12,Odisha,Deogarh,Deogarh,351.0,Sesamum,Autumn,27.0,6.5,0.2407407407407407,"area in Hectares, production in Tonnes, crop_yield in Tonnes per Hectare",
2011-12,Odisha,Kendujhar,Kendujhar,361.0,Niger seed,Winter,1420.0,340.8,0.24,"area in Hectares, production in Tonnes, crop_yield in Tonnes per Hectare",
2011-12,Odisha,Sundargarh,Sundargarh,373.0,Urad,Autumn,2936.0,704.6,0.2399863760217983,"area in Hectares, production in Tonnes, crop_yield in Tonnes per Hectare",
2011-12,Odisha,Jajapur,Jajapur,356.0,Horse-gram,Winter,1298.0,311.5,0.2399845916795069,"area in Hectares, production in Tonnes, crop_yield in Tonnes per Hectare",
2011-12,Odisha,Sambalpur,Sambalpur,371.0,Sesamum,Winter,474.0,112.8,0.2379746835443038,"area in Hectares, production in Tonnes, crop_yield in Tonnes per Hectare",
2011-12,Odisha,Jajapur,Jajapur,356.0,Moong(Green Gram),Summer,10297.0,2430.1,0.236000776925318,"area in Hectares, production in Tonnes, crop_yield in Tonnes per Hectare",
2011-12,Odisha,Kendujhar,Kendujhar,361.0,Urad,Autumn,1057.0,248.4,0.2350047303689688,"area in Hectares, production in Tonnes, crop_yield in Tonnes per Hectare",
2011-12,Odisha,Ganjam,Ganjam,354.0,Urad,Winter,2932.0,689.0,0.2349931787175989,"area in Hectares, production in Tonnes, crop_yield in Tonnes per Hectare",
2011-12,Odisha,Rayagada,Rayagada,370.0,Urad,Winter,2511.0,587.6,0.2340103544404619,"area in Hectares, production in Tonnes, crop_yield in Tonnes per Hectare",
2011-12,Odisha,Kendujhar,Kendujhar,361.0,Sesamum,Winter,12.0,2.8,0.2333333333333333,"area in Hectares, production in Tonnes, crop_yield in Tonnes per Hectare",
2011-12,Odisha,Rayagada,Rayagada,370.0,Urad,Summer,12.0,2.8,0.2333333333333333,"area in Hectares, production in Tonnes, crop_yield in Tonnes per Hectare",
2011-12,Odisha,Deogarh,Deogarh,351.0,Moong(Green Gram),Winter,340.0,79.2,0.2329411764705882,"area in Hectares, production in Tonnes, crop_yield in Tonnes per Hectare",
2011-12,Odisha,Nayagarh,Nayagarh,367.0,Horse-gram,Winter,844.0,195.0,0.231042654028436,"area in Hectares, production in Tonnes, crop_yield in Tonnes per Hectare",
2011-12,Odisha,Rayagada,Rayagada,370.0,Sesamum,Winter,2198.0,507.7,0.2309827115559599,"area in Hectares, production in Tonnes, crop_yield in Tonnes per Hectare",
2011-12,Odisha,Deogarh,Deogarh,351.0,Urad,Autumn,714.0,162.8,0.2280112044817927,"area in Hectares, production in Tonnes, crop_yield in Tonnes per Hectare",
2011-12,Odisha,Nuapada,Nuapada,368.0,Moong(Green Gram),Winter,649.0,147.3,0.2269645608628659,"area in Hectares, production in Tonnes, crop_yield in Tonnes per Hectare",
2011-12,Odisha,Khordha,Khordha,362.0,Moong(Green Gram),Summer,9031.0,2041.0,0.2259993356217473,"area in Hectares, production in Tonnes, crop_yield in Tonnes per Hectare",
2011-12,Odisha,Sundargarh,Sundargarh,373.0,Moong(Green Gram),Winter,17.0,3.8,0.2235294117647058,"area in Hectares, production in Tonnes, crop_yield in Tonnes per Hectare",
2011-12,Odisha,Sundargarh,Sundargarh,373.0,Sesamum,Autumn,9.0,2.0,0.2222222222222222,"area in Hectares, production in Tonnes, crop_yield in Tonnes per Hectare",
2011-12,Odisha,Balangir,Balangir,345.0,Sesamum,Summer,46.0,10.2,0.2217391304347826,"area in Hectares, production in Tonnes, crop_yield in Tonnes per Hectare",
2011-12,Odisha,Kendujhar,Kendujhar,361.0,Urad,Winter,289.0,63.9,0.2211072664359861,"area in Hectares, production in Tonnes, crop_yield in Tonnes per Hectare",
2011-12,Odisha,Dhenkanal,Dhenkanal,352.0,Sesamum,Autumn,10.0,2.2,0.22,"area in Hectares, production in Tonnes, crop_yield in Tonnes per Hectare",
2011-12,Odisha,Khordha,Khordha,362.0,Moong(Green Gram),Winter,135.0,29.6,0.2192592592592592,"area in Hectares, production in Tonnes, crop_yield in Tonnes per Hectare",
2011-12,Odisha,Khordha,Khordha,362.0,Urad,Winter,696.0,152.4,0.2189655172413793,"area in Hectares, production in Tonnes, crop_yield in Tonnes per Hectare",
2011-12,Odisha,Balangir,Balangir,345.0,Moong(Green Gram),Summer,1384.0,298.9,0.2159682080924855,"area in Hectares, production in Tonnes, crop_yield in Tonnes per Hectare",
2011-12,Odisha,Deogarh,Deogarh,351.0,Sesamum,Winter,756.0,161.8,0.214021164021164,"area in Hectares, production in Tonnes, crop_yield in Tonnes per Hectare",
2011-12,Odisha,Anugul,Anugul,344.0,Urad,Winter,952.0,202.8,0.2130252100840336,"area in Hectares, production in Tonnes, crop_yield in Tonnes per Hectare",
2011-12,Odisha,Balangir,Balangir,345.0,Urad,Summer,294.0,62.6,0.2129251700680272,"area in Hectares, production in Tonnes, crop_yield in Tonnes per Hectare",
2011-12,Odisha,Rayagada,Rayagada,370.0,Moong(Green Gram),Winter,31.0,6.6,0.2129032258064516,"area in Hectares, production in Tonnes, crop_yield in Tonnes per Hectare",
2011-12,Odisha,State Total,,,Rapeseed and Mustard,Winter,10335.0,2192.2,0.212114175133043,"area in Hectares, production in Tonnes, crop_yield in Tonnes per Hectare",
2011-12,Odisha,Nabarangpur,Nabarangpur,366.0,Urad,Winter,3329.0,705.7,0.2119855812556323,"area in Hectares, production in Tonnes, crop_yield in Tonnes per Hectare",
2011-12,Odisha,State Total,,,Moong(Green Gram),Autumn,24786.0,5252.3,0.2119059146292261,"area in Hectares, production in Tonnes, crop_yield in Tonnes per Hectare",
2011-12,Odisha,Ganjam,Ganjam,354.0,Moong(Green Gram),Winter,22349.0,4693.3,0.210000447447313,"area in Hectares, production in Tonnes, crop_yield in Tonnes per Hectare",
2011-12,Odisha,Kendujhar,Kendujhar,361.0,Horse-gram,Winter,1912.0,401.5,0.2099895397489539,"area in Hectares, production in Tonnes, crop_yield in Tonnes per Hectare",
2011-12,Odisha,Kendrapara,Kendrapara,360.0,Rapeseed and Mustard,Winter,100.0,20.6,0.206,"area in Hectares, production in Tonnes, crop_yield in Tonnes per Hectare",
2011-12,Odisha,Khordha,Khordha,362.0,Urad,Summer,70.0,14.4,0.2057142857142857,"area in Hectares, production in Tonnes, crop_yield in Tonnes per Hectare",
2011-12,Odisha,Mayurbhanj,Mayurbhanj,365.0,Urad,Autumn,1093.0,221.9,0.2030192131747484,"area in Hectares, production in Tonnes, crop_yield in Tonnes per Hectare",
2011-12,Odisha,State Total,,,Urad,Autumn,29714.0,6031.5,0.2029851248569698,"area in Hectares, production in Tonnes, crop_yield in Tonnes per Hectare",
2011-12,Odisha,State Total,,,Moong(Green Gram),Winter,41861.0,8495.3,0.2029406846468072,"area in Hectares, production in Tonnes, crop_yield in Tonnes per Hectare",
2011-12,Odisha,Nuapada,Nuapada,368.0,Moong(Green Gram),Summer,2500.0,502.5,0.201,"area in Hectares, production in Tonnes, crop_yield in Tonnes per Hectare",
2011-12,Odisha,Kandhamal,Kandhamal,359.0,Moong(Green Gram),Winter,15.0,3.0,0.2,"area in Hectares, production in Tonnes, crop_yield in Tonnes per Hectare",
2011-12,Odisha,Anugul,Anugul,344.0,Sesamum,Autumn,955.0,191.0,0.2,"area in Hectares, production in Tonnes, crop_yield in Tonnes per Hectare",
2011-12,Odisha,Jharsuguda,Jharsuguda,357.0,Sesamum,Autumn,1.0,0.2,0.2,"area in Hectares, production in Tonnes, crop_yield in Tonnes per Hectare",
2011-12,Odisha,Ganjam,Ganjam,354.0,Horse-gram,Winter,886.0,176.3,0.1989841986455982,"area in Hectares, production in Tonnes, crop_yield in Tonnes per Hectare",
2011-12,Odisha,Kalahandi,Kalahandi,358.0,Moong(Green Gram),Winter,3231.0,633.3,0.1960074280408542,"area in Hectares, production in Tonnes, crop_yield in Tonnes per Hectare",
2011-12,Odisha,Kandhamal,Kandhamal,359.0,Horse-gram,Winter,1187.0,229.1,0.1930075821398483,"area in Hectares, production in Tonnes, crop_yield in Tonnes per Hectare",
2011-12,Odisha,Anugul,Anugul,344.0,Urad,Autumn,2458.0,471.9,0.1919853539462978,"area in Hectares, production in Tonnes, crop_yield in Tonnes per Hectare",
2011-12,Odisha,Koraput,Koraput,363.0,Urad,Winter,1667.0,316.7,0.1899820035992801,"area in Hectares, production in Tonnes, crop_yield in Tonnes per Hectare",
2011-12,Odisha,Kalahandi,Kalahandi,358.0,Moong(Green Gram),Autumn,8.0,1.5,0.1875,"area in Hectares, production in Tonnes, crop_yield in Tonnes per Hectare",
2011-12,Odisha,Anugul,Anugul,344.0,Moong(Green Gram),Winter,816.0,151.0,0.1850490196078431,"area in Hectares, production in Tonnes, crop_yield in Tonnes per Hectare",
2011-12,Odisha,Rayagada,Rayagada,370.0,Rapeseed and Mustard,Winter,639.0,118.2,0.1849765258215962,"area in Hectares, production in Tonnes, crop_yield in Tonnes per Hectare",
2011-12,Odisha,Nabarangpur,Nabarangpur,366.0,Moong(Green Gram),Summer,169.0,30.9,0.1828402366863905,"area in Hectares, production in Tonnes, crop_yield in Tonnes per Hectare",
2011-12,Odisha,Deogarh,Deogarh,351.0,Rapeseed and Mustard,Winter,236.0,43.0,0.1822033898305084,"area in Hectares, production in Tonnes, crop_yield in Tonnes per Hectare",
2011-12,Odisha,Nabarangpur,Nabarangpur,366.0,Horse-gram,Winter,1379.0,251.0,0.1820159535895576,"area in Hectares, production in Tonnes, crop_yield in Tonnes per Hectare",
2011-12,Odisha,Nayagarh,Nayagarh,367.0,Moong(Green Gram),Winter,5295.0,963.7,0.1820018885741265,"area in Hectares, production in Tonnes, crop_yield in Tonnes per Hectare",
2011-12,Odisha,Kendujhar,Kendujhar,361.0,Sesamum,Autumn,170.0,30.8,0.1811764705882353,"area in Hectares, production in Tonnes, crop_yield in Tonnes per Hectare",
2011-12,Odisha,Kandhamal,Kandhamal,359.0,Niger seed,Winter,1500.0,271.5,0.181,"area in Hectares, production in Tonnes, crop_yield in Tonnes per Hectare",
2011-12,Odisha,Kandhamal,Kandhamal,359.0,Moong(Green Gram),Autumn,5.0,0.9,0.18,"area in Hectares, production in Tonnes, crop_yield in Tonnes per Hectare",
2011-12,Odisha,Gajapati,Gajapati,353.0,Urad,Summer,5.0,0.9,0.18,"area in Hectares, production in Tonnes, crop_yield in Tonnes per Hectare",
2011-12,Odisha,Ganjam,Ganjam,354.0,Sesamum,Summer,1039.0,186.0,0.1790182868142444,"area in Hectares, production in Tonnes, crop_yield in Tonnes per Hectare",
2011-12,Odisha,Nayagarh,Nayagarh,367.0,Sesamum,Winter,189.0,33.8,0.1788359788359788,"area in Hectares, production in Tonnes, crop_yield in Tonnes per Hectare",
2011-12,Odisha,Jagatsinghapur,Jagatsinghapur,355.0,Rapeseed and Mustard,Winter,14.0,2.5,0.1785714285714285,"area in Hectares, production in Tonnes, crop_yield in Tonnes per Hectare",
2011-12,Odisha,Ganjam,Ganjam,354.0,Urad,Autumn,62.0,11.0,0.1774193548387097,"area in Hectares, production in Tonnes, crop_yield in Tonnes per Hectare",
2011-12,Odisha,Kalahandi,Kalahandi,358.0,Horse-gram,Winter,4443.0,786.4,0.1769975241953635,"area in Hectares, production in Tonnes, crop_yield in Tonnes per Hectare",
2011-12,Odisha,Nuapada,Nuapada,368.0,Horse-gram,Winter,1644.0,286.1,0.1740267639902676,"area in Hectares, production in Tonnes, crop_yield in Tonnes per Hectare",
2011-12,Odisha,Ganjam,Ganjam,354.0,Sesamum,Autumn,69.0,12.0,0.1739130434782608,"area in Hectares, production in Tonnes, crop_yield in Tonnes per Hectare",
2011-12,Odisha,Boudh,Boudh,349.0,Sesamum,Winter,516.0,89.3,0.1730620155038759,"area in Hectares, production in Tonnes, crop_yield in Tonnes per Hectare",
2011-12,Odisha,Dhenkanal,Dhenkanal,352.0,Sesamum,Winter,111.0,19.1,0.1720720720720721,"area in Hectares, production in Tonnes, crop_yield in Tonnes per Hectare",
2011-12,Odisha,Balangir,Balangir,345.0,Sesamum,Autumn,2138.0,367.7,0.1719831618334892,"area in Hectares, production in Tonnes, crop_yield in Tonnes per Hectare",
2011-12,Odisha,Balangir,Balangir,345.0,Urad,Autumn,5100.0,872.1,0.171,"area in Hectares, production in Tonnes, crop_yield in Tonnes per Hectare",
2011-12,Odisha,Sonepur,Sonepur,372.0,Rapeseed and Mustard,Winter,90.0,15.3,0.17,"area in Hectares, production in Tonnes, crop_yield in Tonnes per Hectare",
2011-12,Odisha,Dhenkanal,Dhenkanal,352.0,Moong(Green Gram),Autumn,39.0,6.6,0.1692307692307692,"area in Hectares, production in Tonnes, crop_yield in Tonnes per Hectare",
2011-12,Odisha,Jajapur,Jajapur,356.0,Moong(Green Gram),Winter,6.0,1.0,0.1666666666666666,"area in Hectares, production in Tonnes, crop_yield in Tonnes per Hectare",
2011-12,Odisha,Khordha,Khordha,362.0,Rapeseed and Mustard,Winter,15.0,2.5,0.1666666666666666,"area in Hectares, production in Tonnes, crop_yield in Tonnes per Hectare",
2011-12,Odisha,Mayurbhanj,Mayurbhanj,365.0,Sesamum,Autumn,30.0,5.0,0.1666666666666666,"area in Hectares, production in Tonnes, crop_yield in Tonnes per Hectare",
2011-12,Odisha,Balangir,Balangir,345.0,Horse-gram,Winter,6766.0,1123.2,0.166006503103754,"area in Hectares, production in Tonnes, crop_yield in Tonnes per Hectare",
2011-12,Odisha,Dhenkanal,Dhenkanal,352.0,Rapeseed and Mustard,Winter,105.0,17.4,0.1657142857142857,"area in Hectares, production in Tonnes, crop_yield in Tonnes per Hectare",
2011-12,Odisha,Boudh,Boudh,349.0,Horse-gram,Winter,1540.0,254.1,0.165,"area in Hectares, production in Tonnes, crop_yield in Tonnes per Hectare",
2011-12,Odisha,Balangir,Balangir,345.0,Moong(Green Gram),Autumn,5351.0,882.9,0.1649971967856475,"area in Hectares, production in Tonnes, crop_yield in Tonnes per Hectare",
2011-12,Odisha,State Total,,,Sesamum,Autumn,4517.0,745.2,0.1649767544830639,"area in Hectares, production in Tonnes, crop_yield in Tonnes per Hectare",
2011-12,Odisha,Deogarh,Deogarh,351.0,Moong(Green Gram),Autumn,514.0,84.3,0.1640077821011673,"area in Hectares, production in Tonnes, crop_yield in Tonnes per Hectare",
2011-12,Odisha,Bargarh,Bargarh,347.0,Sesamum,Winter,963.0,157.9,0.1639667705088265,"area in Hectares, production in Tonnes, crop_yield in Tonnes per Hectare",
2011-12,Odisha,Ganjam,Ganjam,354.0,Rapeseed and Mustard,Winter,8.0,1.3,0.1625,"area in Hectares, production in Tonnes, crop_yield in Tonnes per Hectare",
2011-12,Odisha,Jharsuguda,Jharsuguda,357.0,Horse-gram,Winter,141.0,22.8,0.1617021276595744,"area in Hectares, production in Tonnes, crop_yield in Tonnes per Hectare",
2011-12,Odisha,Boudh,Boudh,349.0,Moong(Green Gram),Winter,1214.0,195.5,0.1610378912685337,"area in Hectares, production in Tonnes, crop_yield in Tonnes per Hectare",
2011-12,Odisha,Rayagada,Rayagada,370.0,Niger seed,Winter,5242.0,838.7,0.1599961846623426,"area in Hectares, production in Tonnes, crop_yield in Tonnes per Hectare",
2011-12,Odisha,Sundargarh,Sundargarh,373.0,Niger seed,Winter,132.0,21.0,0.1590909090909091,"area in Hectares, production in Tonnes, crop_yield in Tonnes per Hectare",
2011-12,Odisha,Anugul,Anugul,344.0,Moong(Green Gram),Autumn,1887.0,300.0,0.1589825119236884,"area in Hectares, production in Tonnes, crop_yield in Tonnes per Hectare",
2011-12,Odisha,Kalahandi,Kalahandi,358.0,Urad,Winter,4611.0,728.5,0.1579917588375623,"area in Hectares, production in Tonnes, crop_yield in Tonnes per Hectare",
2011-12,Odisha,Nayagarh,Nayagarh,367.0,Urad,Winter,3039.0,477.1,0.1569924317209608,"area in Hectares, production in Tonnes, crop_yield in Tonnes per Hectare",
2011-12,Odisha,Koraput,Koraput,363.0,Niger seed,Winter,17824.0,2727.1,0.1530015709156194,"area in Hectares, production in Tonnes, crop_yield in Tonnes per Hectare",
2011-12,Odisha,Nayagarh,Nayagarh,367.0,Sesamum,Summer,362.0,54.7,0.1511049723756906,"area in Hectares, production in Tonnes, crop_yield in Tonnes per Hectare",
2011-12,Odisha,Anugul,Anugul,344.0,Sesamum,Winter,1008.0,152.2,0.1509920634920634,"area in Hectares, production in Tonnes, crop_yield in Tonnes per Hectare",
2011-12,Odisha,Rayagada,Rayagada,370.0,Moong(Green Gram),Summer,14.0,2.1,0.15,"area in Hectares, production in Tonnes, crop_yield in Tonnes per Hectare",
2011-12,Odisha,Nayagarh,Nayagarh,367.0,Urad,Summer,2.0,0.3,0.15,"area in Hectares, production in Tonnes, crop_yield in Tonnes per Hectare",
2011-12,Odisha,State Total,,,Niger seed,Winter,31844.0,4768.9,0.1497581962065067,"area in Hectares, production in Tonnes, crop_yield in Tonnes per Hectare",
2011-12,Odisha,State Total,,,Sesamum,Winter,16749.0,2506.8,0.1496686369335483,"area in Hectares, production in Tonnes, crop_yield in Tonnes per Hectare",
2011-12,Odisha,Nuapada,Nuapada,368.0,Urad,Autumn,7983.0,1189.5,0.1490041337842916,"area in Hectares, production in Tonnes, crop_yield in Tonnes per Hectare",
2011-12,Odisha,Malkangiri,Malkangiri,364.0,Horse-gram,Winter,1268.0,186.4,0.1470031545741325,"area in Hectares, production in Tonnes, crop_yield in Tonnes per Hectare",
2011-12,Odisha,Boudh,Boudh,349.0,Moong(Green Gram),Autumn,748.0,108.5,0.1450534759358288,"area in Hectares, production in Tonnes, crop_yield in Tonnes per Hectare",
2011-12,Odisha,Kandhamal,Kandhamal,359.0,Urad,Winter,160.0,23.2,0.145,"area in Hectares, production in Tonnes, crop_yield in Tonnes per Hectare",
2011-12,Odisha,Nuapada,Nuapada,368.0,Urad,Winter,114.0,16.3,0.1429824561403508,"area in Hectares, production in Tonnes, crop_yield in Tonnes per Hectare",
2011-12,Odisha,Bhadrak,Bhadrak,348.0,Horse-gram,Winter,46.0,6.5,0.1413043478260869,"area in Hectares, production in Tonnes, crop_yield in Tonnes per Hectare",
2011-12,Odisha,Koraput,Koraput,363.0,Rapeseed and Mustard,Winter,51.0,7.2,0.1411764705882353,"area in Hectares, production in Tonnes, crop_yield in Tonnes per Hectare",
2011-12,Odisha,Kalahandi,Kalahandi,358.0,Rapeseed and Mustard,Winter,594.0,83.2,0.14006734006734,"area in Hectares, production in Tonnes, crop_yield in Tonnes per Hectare",
2011-12,Odisha,Boudh,Boudh,349.0,Moong(Green Gram),Summer,1110.0,155.4,0.14,"area in Hectares, production in Tonnes, crop_yield in Tonnes per Hectare",
2011-12,Odisha,Kandhamal,Kandhamal,359.0,Rapeseed and Mustard,Winter,2198.0,305.5,0.1389899909008189,"area in Hectares, production in Tonnes, crop_yield in Tonnes per Hectare",
2011-12,Odisha,Sundargarh,Sundargarh,373.0,Moong(Green Gram),Autumn,88.0,12.1,0.1374999999999999,"area in Hectares, production in Tonnes, crop_yield in Tonnes per Hectare",
2011-12,Odisha,Kandhamal,Kandhamal,359.0,Urad,Autumn,59.0,8.1,0.1372881355932203,"area in Hectares, production in Tonnes, crop_yield in Tonnes per Hectare",
